"strong","term","source","ib_relevance"
"G0111","unlawful","lsj","Could impact IB"
"G0111","unlawful","meaning_tree","Could impact IB"
"G0111","criminal","meaning_tree","Could impact IB"
"G0111","wicked","meaning_tree","IB related"
"G0111","detestable","meaning_tree","Could impact IB"
"G0114","to reject","mounce","Could impact IB"
"G0114","set aside","mounce","Could impact IB"
"G0114","set at naught","lsj","Could impact IB"
"G0114","deny","lsj","Could impact IB"
"G0114","disprove","lsj","Could impact IB"
"G0114","to be struck off a register","lsj","Could impact IB"
"G0114","to be rejected","lsj","Could impact IB"
"G0114","cancel","lsj","Could impact IB"
"G0114","render ineffectual","lsj","Could impact IB"
"G0114","refuse one's assent","lsj","Could impact IB"
"G0114","deal treacherously with","lsj","Could impact IB"
"G0114","break faith with","lsj","IB related"
"G0114","reject as spurious","lsj","Could impact IB"
"G0114","to be unsuitable","lsj","Could impact IB"
"G0114","unfit","lsj","Could impact IB"
"G0114","to reject","meaning_tree","Could impact IB"
"G0114","set aside","meaning_tree","Could impact IB"
"G0114","to displace","meaning_tree","Could impact IB"
"G0114","to abrogate","meaning_tree","Could impact IB"
"G0114","annul","meaning_tree","Could impact IB"
"G0114","violate","meaning_tree","Could impact IB"
"G0114","swerve from","meaning_tree","Could impact IB"
"G0114","reject","meaning_tree","Could impact IB"
"G0114","condemn","meaning_tree","Could impact IB"
"G0120","to be discouraged","mounce","Could impact IB"
"G0120","lose heart","mounce","Could impact IB"
"G0120","to be disheartened","lsj","Could impact IB"
"G0120","despond","lsj","Could impact IB"
"G0120","at","lsj","Not relevant"
"G0120","for","lsj","Not relevant"
"G0120","to be sore afraid","lsj","Could impact IB"
"G0120","to be discouraged","meaning_tree","Could impact IB"
"G0120","lose heart","meaning_tree","Could impact IB"
"G0121","innocent","mounce","IB related"
"G0121","scot-free","lsj","Could impact IB"
"G0121","immunity","lsj","Could impact IB"
"G0121","free from","lsj","Could impact IB"
"G0121","unpunished for","lsj","Could impact IB"
"G0121","unharmed by","lsj","Could impact IB"
"G0121","not deserving punishment","lsj","Could impact IB"
"G0121","guiltless","lsj","IB related"
"G0121","causing no harm","lsj","Could impact IB"
"G0121","harmless","lsj","Could impact IB"
"G0121","of Mt. Athos","lsj","Could impact IB"
"G0121","unpunished","meaning_tree","Could impact IB"
"G0121","innocent","meaning_tree","IB related"
"G0133","praise","mounce","IB related"
"G0133","praise","lsj","IB related"
"G0133","praise","meaning_tree","IB related"
"G0134","to praise","mounce","IB related"
"G0134","in the NT","mounce","Could impact IB"
"G0134","tell","lsj","Not relevant"
"G0134","speak of","lsj","Not relevant"
"G0134","reports of","lsj","Could impact IB"
"G0134","praise","lsj","IB related"
"G0134","approve","lsj","Could impact IB"
"G0134","glorify","lsj","Could impact IB"
"G0134","advise","lsj","Could impact IB"
"G0134","recommend","lsj","Could impact IB"
"G0134","to commend","lsj","Could impact IB"
"G0134","giver of","lsj","Could impact IB"
"G0134","counsel","lsj","IB related"
"G0134","to be content with","lsj","Could impact IB"
"G0134","acquiesce in","lsj","Could impact IB"
"G0134","decline courteously","lsj","Could impact IB"
"G0134","thank","lsj","Could impact IB"
"G0134","to promise","lsj","Could impact IB"
"G0134","vow","lsj","Could impact IB"
"G0134","to praise","meaning_tree","IB related"
"G0134","in the NT","meaning_tree","Could impact IB"
"G0134","celebrate","meaning_tree","Could impact IB"
"G0136","praise","mounce","IB related"
"G0136","tale","lsj","Could impact IB"
"G0136","story","lsj","Could impact IB"
"G0136","a tale","lsj","Could impact IB"
"G0136","story with moral","lsj","Could impact IB"
"G0136","fable","lsj","Could impact IB"
"G0136","saying","lsj","Not relevant"
"G0136","proverb","lsj","Could impact IB"
"G0136","riddle","lsj","Could impact IB"
"G0136","praise","lsj","IB related"
"G0136","decree","lsj","Could impact IB"
"G0136","resolution","lsj","Could impact IB"
"G0136","praise","meaning_tree","IB related"
"G0139","sect (religious party)","mounce","Could impact IB"
"G0139","faction","mounce","Could impact IB"
"G0139","heresy","mounce","Could impact IB"
"G0139","taking","lsj","Could impact IB"
"G0139","the taking by","lsj","Could impact IB"
"G0139","acquisition","lsj","Could impact IB"
"G0139","receiving","lsj","Could impact IB"
"G0139","choice","lsj","IB related"
"G0139","election","lsj","Could impact IB"
"G0139","inclination","lsj","Could impact IB"
"G0139","purpose","lsj","IB related"
"G0139","course of action","lsj","Could impact IB"
"G0139","thought","lsj","IB related"
"G0139","the study","lsj","Could impact IB"
"G0139","conduct","lsj","Could impact IB"
"G0139","system of philosophic principles","lsj","Could impact IB"
"G0139","those who profess such principles","lsj","Could impact IB"
"G0139","sect","lsj","Could impact IB"
"G0139","school","lsj","Could impact IB"
"G0139","religious party","lsj","Could impact IB"
"G0139","faction","lsj","Could impact IB"
"G0139","party","lsj","Could impact IB"
"G0139","corps","lsj","Could impact IB"
"G0139","'condition'","lsj","Could impact IB"
"G0139","proposed condition","lsj","Could impact IB"
"G0139","proposal","lsj","Could impact IB"
"G0139","commission","lsj","Could impact IB"
"G0139","embassy","lsj","Could impact IB"
"G0139","mission","lsj","Could impact IB"
"G0139","freewill offering","lsj","Could impact IB"
"G0139","vow","lsj","Could impact IB"
"G0139","bid","lsj","Could impact IB"
"G0139","a choice","meaning_tree","IB related"
"G0139","option","meaning_tree","Could impact IB"
"G0139","a religious sect","meaning_tree","Could impact IB"
"G0139","faction","meaning_tree","Could impact IB"
"G0139","discord","meaning_tree","Could impact IB"
"G0139","contention","meaning_tree","Could impact IB"
"G0139","heresy","meaning_tree","Could impact IB"
"G0141","divisive","mounce","Could impact IB"
"G0141","able to choose","lsj","IB related"
"G0141","due to choice","lsj","IB related"
"G0141","factious","lsj","Could impact IB"
"G0141","belonging to the 'condition'","lsj","Could impact IB"
"G0141","from choice","lsj","IB related"
"G0141","one who creates","meaning_tree","Could impact IB"
"G0141","fosters factions","meaning_tree","Could impact IB"
"G0141","is divisive","meaning_tree","Could impact IB"
"G0143","to grasp","mounce","Could impact IB"
"G0143","understand","mounce","IB related"
"G0143","perceive","lsj","IB related"
"G0143","apprehend by the senses","lsj","Could impact IB"
"G0143","hear","lsj","Could impact IB"
"G0143","understand","lsj","IB related"
"G0143","learn","lsj","Could impact IB"
"G0143","you are right","lsj","Could impact IB"
"G0143","take notice of","lsj","Could impact IB"
"G0143","have perception of","lsj","IB related"
"G0143","having full possession of one's faculties","lsj","Could impact IB"
"G0143","sensible","lsj","Could impact IB"
"G0143","of keen perception","lsj","IB related"
"G0143","display feeling","lsj","Could impact IB"
"G0143","to perceive","meaning_tree","IB related"
"G0143","understand","meaning_tree","IB related"
"G0143","grasp","meaning_tree","Could impact IB"
"G0144","insight","mounce","IB related"
"G0144","sense-perception","lsj","Could impact IB"
"G0144","sensation","lsj","Could impact IB"
"G0144","perceptibly","lsj","Could impact IB"
"G0144","the senses","lsj","Could impact IB"
"G0144","organ","lsj","Could impact IB"
"G0144","seat of sensation","lsj","Could impact IB"
"G0144","perception","lsj","IB related"
"G0144","sense of","lsj","Could impact IB"
"G0144","pain","lsj","Could impact IB"
"G0144","knowledge","lsj","IB related"
"G0144","a perception of","lsj","IB related"
"G0144","a perception","lsj","IB related"
"G0144","perceptible","lsj","Could impact IB"
"G0144","the means of observing","lsj","Could impact IB"
"G0144","impressions of sense","lsj","Could impact IB"
"G0144","stage-effects","lsj","Could impact IB"
"G0144","Po.","lsj","Could impact IB"
"G0144","visible appearances","lsj","Could impact IB"
"G0144","display of feeling","lsj","Could impact IB"
"G0144","scent","lsj","Could impact IB"
"G0144","insight","meaning_tree","IB related"
"G0144","perception","meaning_tree","IB related"
"G0144","understanding","meaning_tree","IB related"
"G0145","sense","mounce","Could impact IB"
"G0145","faculty","mounce","Could impact IB"
"G0145","organ of sense","lsj","Could impact IB"
"G0145","the faculties","lsj","Could impact IB"
"G0145","internal sense","meaning_tree","Could impact IB"
"G0145","faculty","meaning_tree","Could impact IB"
"G0146","pursuing dishonest gain","mounce","Could impact IB"
"G0146","sordidly greedy of gain","lsj","Could impact IB"
"G0146","greedy","meaning_tree","Could impact IB"
"G0147","sordidly greedy of gain","lsj","Could impact IB"
"G0147","greedily","meaning_tree","Could impact IB"
"G0149","disgraceful","mounce","IB related"
"G0149","shameful","mounce","IB related"
"G0149","causing shame","lsj","IB related"
"G0149","dishonouring","lsj","IB related"
"G0149","reproachful","lsj","Could impact IB"
"G0149","ugly","lsj","Could impact IB"
"G0149","ill-favoured","lsj","Could impact IB"
"G0149","deformed","lsj","Could impact IB"
"G0149","with an ugly","lsj","Could impact IB"
"G0149","shameful","lsj","IB related"
"G0149","base","lsj","Could impact IB"
"G0149","base actions","lsj","Could impact IB"
"G0149","dishonour","lsj","IB related"
"G0149","disgrace","lsj","IB related"
"G0149","vice","lsj","IB related"
"G0149","shamefully","lsj","IB related"
"G0149","ill-suited","lsj","Could impact IB"
"G0149","awkward","lsj","Could impact IB"
"G0149","deformed","meaning_tree","Could impact IB"
"G0149","shameful","meaning_tree","IB related"
"G0149","indecent","meaning_tree","Could impact IB"
"G0149","disgraceful","meaning_tree","IB related"
"G0149","dishonorable","meaning_tree","Could impact IB"
"G0149","vile","meaning_tree","Could impact IB"
"G0150","shameful-","mounce","IB related"
"G0150","causing shame","lsj","IB related"
"G0150","dishonouring","lsj","IB related"
"G0150","reproachful","lsj","Could impact IB"
"G0150","ugly","lsj","Could impact IB"
"G0150","ill-favoured","lsj","Could impact IB"
"G0150","deformed","lsj","Could impact IB"
"G0150","with an ugly","lsj","Could impact IB"
"G0150","shameful","lsj","IB related"
"G0150","base","lsj","Could impact IB"
"G0150","base actions","lsj","Could impact IB"
"G0150","dishonour","lsj","IB related"
"G0150","disgrace","lsj","IB related"
"G0150","vice","lsj","IB related"
"G0150","shamefully","lsj","IB related"
"G0150","ill-suited","lsj","Could impact IB"
"G0150","awkward","lsj","Could impact IB"
"G0150","disgraceful","meaning_tree","IB related"
"G0150","shameful","meaning_tree","IB related"
"G0150","deformed","meaning_tree","Could impact IB"
"G0150","indecent","meaning_tree","Could impact IB"
"G0150","dishonorable","meaning_tree","Could impact IB"
"G0150","vile","meaning_tree","Could impact IB"
"G0152","shamefulness","mounce","Could impact IB"
"G0152","shame","lsj","IB related"
"G0152","dishonour","lsj","IB related"
"G0152","dishonouring","lsj","IB related"
"G0152","dishonour done","lsj","IB related"
"G0152","shame for","lsj","IB related"
"G0152","sense of shame","lsj","IB related"
"G0152","honour","lsj","IB related"
"G0152","ashamed of","lsj","Could impact IB"
"G0152","for","lsj","Not relevant"
"G0152","a shameful thing","lsj","IB related"
"G0152","shame","meaning_tree","IB related"
"G0152","disgrace","meaning_tree","IB related"
"G0152","shamefulness","meaning_tree","Could impact IB"
"G0152","cause of shame","meaning_tree","IB related"
"G0152","dishonorable conduct","meaning_tree","Could impact IB"
"G0153","to be ashamed","mounce","Could impact IB"
"G0153","dishonored","mounce","IB related"
"G0153","2Co.10.8","mounce","Could impact IB"
"G0153","Php.1.20","mounce","Could impact IB"
"G0153","1Pe.4.16","mounce","Could impact IB"
"G0153","1Jn.2.28","mounce","Could impact IB"
"G0153","with inf. Luk.16.3","mounce","Could impact IB"
"G0153","make ugly","lsj","Could impact IB"
"G0153","disfigure","lsj","Could impact IB"
"G0153","give","lsj","Not relevant"
"G0153","a bad form","lsj","Could impact IB"
"G0153","dishonour","lsj","IB related"
"G0153","tarnish","lsj","Could impact IB"
"G0153","disdain","lsj","IB related"
"G0153","to be dishonoured","lsj","IB related"
"G0153","to be ashamed","lsj","Could impact IB"
"G0153","feel shame","lsj","IB related"
"G0153","to be ashamed at","lsj","Could impact IB"
"G0153","to be ashamed to","lsj","Could impact IB"
"G0153","to feel shame before","lsj","IB related"
"G0153","to be ashamed","meaning_tree","Could impact IB"
"G0153","dishonored","meaning_tree","IB related"
"G0153","Pe.4.16","meaning_tree","Could impact IB"
"G0153","with inf.","meaning_tree","Could impact IB"
"G0154","to ask","mounce","Could impact IB"
"G0154","demand","mounce","Could impact IB"
"G0154","ask","lsj","Could impact IB"
"G0154","beg","lsj","Could impact IB"
"G0154","ask for","lsj","Could impact IB"
"G0154","demand","lsj","Could impact IB"
"G0154","ask leave","lsj","Could impact IB"
"G0154","to ask","lsj","Could impact IB"
"G0154","for","lsj","Not relevant"
"G0154","to demand","lsj","Could impact IB"
"G0154","to","lsj","Not relevant"
"G0154","beg of","lsj","Could impact IB"
"G0154","postulate","lsj","Could impact IB"
"G0154","assume","lsj","Could impact IB"
"G0154","ask for one's own use","lsj","Could impact IB"
"G0154","claim","lsj","Could impact IB"
"G0154","to beg","lsj","Could impact IB"
"G0154","have a thing begged of","lsj","Could impact IB"
"G0154","to be asked to","lsj","Could impact IB"
"G0154","to be asked","lsj","Could impact IB"
"G0154","borrowed","lsj","Could impact IB"
"G0154","to ask","meaning_tree","Could impact IB"
"G0154","request","meaning_tree","Could impact IB"
"G0154","demand","meaning_tree","Could impact IB"
"G0154","desire","meaning_tree","IB related"
"G0156","(legal) charge","mounce","Could impact IB"
"G0156","reason","mounce","IB related"
"G0156","cause","mounce","Could impact IB"
"G0156","responsibility","lsj","Could impact IB"
"G0156","guilt","lsj","IB related"
"G0156","blame","lsj","Could impact IB"
"G0156","accusation","lsj","Could impact IB"
"G0156","responsibility for","lsj","Could impact IB"
"G0156","to be accused","lsj","Could impact IB"
"G0156","of","lsj","Not relevant"
"G0156","by","lsj","Not relevant"
"G0156","a charge","lsj","Could impact IB"
"G0156","guilty","lsj","IB related"
"G0156","the fault","lsj","Could impact IB"
"G0156","invective","lsj","Could impact IB"
"G0156","the credit","lsj","Could impact IB"
"G0156","are reputed","lsj","Could impact IB"
"G0156","reputation","lsj","Could impact IB"
"G0156","expostulation","lsj","Could impact IB"
"G0156","cause","lsj","Could impact IB"
"G0156","for the sake of","lsj","Could impact IB"
"G0156","accusation.","lsj","Could impact IB"
"G0156","occasion","lsj","Could impact IB"
