id,meaning_source,obs_text,id,observation_id,cluster_code,cluster_subgroup_code,strong,verse_reference,surface,morph_code,question_code,traced_observation_id,source_stage,seq,created_at,question_code,question_text
152,strong_meaning_tree,"In Luke.1.39 the operation words G0450 'arose' and G4198 'went' are initiated by Mary, directed toward the hill country/town in Judah; G4710 'haste' qualifies the manner of Mary's own journey-operation.",234,152,M67,,G4710,Luke.1.39,haste,N-GSF,D7.7.1,151,verse-reading,1,2026-09-17T09:38:15Z,D7.7.1,"Where this verse contains an action or movement word tagged as an Operation in the cluster's role classification (the tag is `role-T3` in `cluster.cluster_code` -- consult that tagging directly, not this question's own memory of it), what is that word's relation to the parties present -- who initiates it and toward whom or what is it directed? Record none if no such operation word is present."
153,strong_meaning_tree,"The characteristic is named 'spoudē' (haste/earnestness/diligence), signaling both speed of movement and zealous, energetic application to a task or person.",235,153,M67,,G4710,Luke.1.39,haste,N-GSF,M0.1.1,16,verse-reading,1,2026-09-17T09:38:15Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
154,strong_meaning_tree,"The Greek term at the definitional level denotes 'haste, speed' physically and 'earnestness, diligence, zeal, eagerness' morally/relationally — rooted in speudō, to hasten.",236,154,M67,,G4710,2Pet.1.5,effort,N-ASF,M0.1.2,2,verse-reading,1,2026-09-17T09:38:15Z,M0.1.2,What do the primary Hebrew and Greek terms show at the definitional level?
155,strong_meaning_tree,"The term carries a relational implication of care directed toward another (as in Titus's earnest care 'for you'), and a constitutional implication in 2Peter of effort required to build one virtue upon another in sequence.",237,155,M67,,G4710,2Cor.8.16,earnest care,N-ASF,M0.1.3,18,verse-reading,1,2026-09-17T09:38:15Z,M0.1.3,"What directional, relational, or constitutional implication does the name carry?"
156,strong_meaning_tree,"Primary Greek term G4710 spoudē (noun) from speudō 'to hasten'; root meaning shows fusion of physical speed and moral earnestness/zeal, paralleling the Aramaic H0629's fusion of thoroughness and eagerness.",238,156,M67,,G4710,Luke.1.39,haste,N-GSF,M0.5.1,4,verse-reading,1,2026-09-17T09:38:15Z,M0.5.1,"What are the primary Hebrew and Greek terms for this characteristic, and what do their root meanings show?"
157,strong_meaning_tree,"Semantic range covers literal haste in travel (Luke 1:39), zealous exertion applied to virtue-building (2Pet 1:5, 'make every effort'), and earnest personal care/concern for someone (2Cor 8:16, 'earnest care... for you') — showing the term bridges physical speed and relational/moral zeal by analogy.",239,157,M67,,G4710,2Pet.1.5,effort,N-ASF,M0.5.3,6,verse-reading,1,2026-09-17T09:38:15Z,M0.5.3,"What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
157,strong_meaning_tree,"Semantic range covers literal haste in travel (Luke 1:39), zealous exertion applied to virtue-building (2Pet 1:5, 'make every effort'), and earnest personal care/concern for someone (2Cor 8:16, 'earnest care... for you') — showing the term bridges physical speed and relational/moral zeal by analogy.",240,157,M67,,G4710,2Cor.8.16,earnest care,N-ASF,M0.5.3,6,verse-reading,2,2026-09-17T09:38:15Z,M0.5.3,"What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
157,strong_meaning_tree,"Semantic range covers literal haste in travel (Luke 1:39), zealous exertion applied to virtue-building (2Pet 1:5, 'make every effort'), and earnest personal care/concern for someone (2Cor 8:16, 'earnest care... for you') — showing the term bridges physical speed and relational/moral zeal by analogy.",241,157,M67,,G4710,Luke.1.39,haste,N-GSF,M0.5.3,6,verse-reading,3,2026-09-17T09:38:15Z,M0.5.3,"What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
158,strong_meaning_tree,"The vocabulary distinguishes disposition (spoudē as an inward zeal/care, 2Cor 8:16) from act (the effort exerted in 2Pet 1:5's 'supplement your faith'), showing both a received quality (God-given zeal put into Titus's heart) and a given/exercised effort (believer's own exertion).",242,158,M67,,G4710,2Cor.8.16,earnest care,N-ASF,M0.5.4,23,verse-reading,1,2026-09-17T09:38:15Z,M0.5.4,"Does the vocabulary include terms distinguishing distinct aspects — disposition versus act, received versus given, condition versus quality? Record which, or none."
159,strong_meaning_tree,"No distinct person-type noun (e.g., 'the diligent/zealous one') is attested among this cluster's member strongs in the given data; none.",243,159,M67,,G4710,2Pet.1.5,effort,N-ASF,M0.5.6,38,verse-reading,1,2026-09-17T09:38:15Z,M0.5.6,"Does the vocabulary include a person-type term — one for the person who habitually possesses or exercises this characteristic? Record it, or none."
160,strong_meaning_tree,No supplication/seeking term (an act of asking for this characteristic from another) is attested in the given data; none.,244,160,M67,,G4710,2Pet.1.5,effort,N-ASF,M0.5.7,10,verse-reading,1,2026-09-17T09:38:15Z,M0.5.7,"Does the vocabulary include a supplication or seeking term — one for the act of seeking this characteristic from another? Record it, or none."
161,strong_meaning_tree,"The NT Greek spoudē/spoudaiōs vocabulary continues the OT Aramaic asparna/H0149 pattern of fusing thoroughness with zeal, but extends its domain from royal-administrative decree-compliance to personal ethical and relational earnestness (building virtue, caring for others, hastening in service) — showing development of the same root concept from external compliance to internal disposition.",245,161,M67,,G4710,2Pet.1.5,effort,N-ASF,M0.5.8,102,verse-reading,1,2026-09-17T09:38:15Z,M0.5.8,What does the relationship between the OT Hebrew and NT Greek vocabulary show about continuity or development of the characteristic across the Testaments?
162,strong_lexicon.lsj,"No specific NT-period coinage is indicated for G4710 itself in the sources provided (spoudē is attested from classical Greek, e.g. Homer); none recorded as newly coined.",246,162,M67,,G4710,Luke.1.39,haste,N-GSF,M0.5.9,12,verse-reading,1,2026-09-17T09:38:15Z,M0.5.9,"Is there a term newly coined in the NT period for this characteristic; if so, what does the coinage show? Record it, or none."
163,strong_meaning_tree,"The characteristic named here is 'spoudaiōs' (earnestly, promptly) signaling urgent, energetic application in accomplishing a task for another's benefit.",247,163,M67,,G4709,Titus.3.13,Do your best,ADV,M0.1.1,,verse-reading,1,2026-09-17T09:38:15Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
164,strong_meaning_tree,"The Greek adverb shows at the definitional level 'earnestly, promptly' — an intensified, action-oriented form of the spoudē root.",248,164,M67,,G4709,Titus.3.13,Do your best,ADV,M0.1.2,,verse-reading,1,2026-09-17T09:38:15Z,M0.1.2,What do the primary Hebrew and Greek terms show at the definitional level?
165,strong_meaning_tree,"It carries a relational implication of practical service toward named individuals (Zenas, Apollos), signaling that earnestness is directed outward to meet others' needs.",249,165,M67,,G4709,Titus.3.13,Do your best,ADV,M0.1.3,,verse-reading,1,2026-09-17T09:38:15Z,M0.1.3,"What directional, relational, or constitutional implication does the name carry?"
166,strong_meaning_tree,"Primary term G4709 spoudaiōs, adverb from the same spoudē root family; root meaning combines haste and earnest energy.",250,166,M67,,G4709,Titus.3.13,Do your best,ADV,M0.5.1,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.1,"What are the primary Hebrew and Greek terms for this characteristic, and what do their root meanings show?"
167,strong_meaning_tree,"Grammatically an adverb only, showing the characteristic operates purely as a manner-modifier on action verbs (here implied 'send/equip') rather than as a standalone noun concept.",251,167,M67,,G4709,Titus.3.13,Do your best,ADV,M0.5.2,97,verse-reading,1,2026-09-17T09:38:15Z,M0.5.2,"What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
168,strong_meaning_tree,"Semantic range covers earnestness and promptness in practical action, here idiomatically rendered 'do your best' — extending the base sense of haste/zeal into diligent provision for travelers' needs.",252,168,M67,,G4709,Titus.3.13,Do your best,ADV,M0.5.3,98,verse-reading,1,2026-09-17T09:38:15Z,M0.5.3,"What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
169,strong_meaning_tree,No distinct disposition-versus-act split is separately marked for this adverb beyond its manner-modifying function; none additional.,253,169,M67,,G4709,Titus.3.13,Do your best,ADV,M0.5.4,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.4,"Does the vocabulary include terms distinguishing distinct aspects — disposition versus act, received versus given, condition versus quality? Record which, or none."
170,strong_meaning_tree,"The cluster's negative-pole terms (G0692 argos, G0812 atakteō) serve as the structural opposite of this earnest/prompt adverb.",254,170,M67,,G4709,Titus.3.13,Do your best,ADV,M0.5.5,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.5,"Does the vocabulary include a term for the structural opposite or absence of this characteristic? Record it, or none."
171,strong_meaning_tree,No distinct person-type term attested for this adverbial form; none.,255,171,M67,,G4709,Titus.3.13,Do your best,ADV,M0.5.6,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.6,"Does the vocabulary include a person-type term — one for the person who habitually possesses or exercises this characteristic? Record it, or none."
172,strong_meaning_tree,No supplication/seeking term attested; none.,256,172,M67,,G4709,Titus.3.13,Do your best,ADV,M0.5.7,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.7,"Does the vocabulary include a supplication or seeking term — one for the act of seeking this characteristic from another? Record it, or none."
173,strong_meaning_tree,"G4709 shares its root with G4710 spoudē, showing NT Greek developing a family of related forms (noun and adverb) to express earnest, prompt exertion in both inward zeal and outward practical service — consistent with the broader OT-to-NT development of the diligence concept from decree-compliance to personal ministry.",257,173,M67,,G4709,Titus.3.13,Do your best,ADV,M0.5.8,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.8,What does the relationship between the OT Hebrew and NT Greek vocabulary show about continuity or development of the characteristic across the Testaments?
174,strong_lexicon.lsj,"No NT-period coinage; the term (spoudaiōs) is attested already in classical Greek (Xenophon, Plato); none.",258,174,M67,,G4709,Titus.3.13,Do your best,ADV,M0.5.9,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.9,"Is there a term newly coined in the NT period for this characteristic; if so, what does the coinage show? Record it, or none."
175,strong_meaning_tree,"The single occurrence shows G4709's range as 'earnestly, promptly' applied to practical hospitality/provision, one facet of the cluster's broader diligence-versus-idleness semantic arc.",259,175,M67,,G4709,Titus.3.13,Do your best,ADV,M0.5.10,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.10,What does the full vocabulary arc show about the characteristic's complete semantic range?
176,strong_meaning_tree,"The operation word G2476 'standing' (and G1831 'going out') is initiated by the householder toward laborers he finds in the marketplace; G0692 'idle' describes the state of those laborers, the party affected/observed rather than the initiator of an operation.",260,176,M67,,G0692,Matt.20.3,idle,A-APM,D7.7.1,106,verse-reading,1,2026-09-17T09:38:15Z,D7.7.1,"Where this verse contains an action or movement word tagged as an Operation in the cluster's role classification (the tag is `role-T3` in `cluster.cluster_code` -- consult that tagging directly, not this question's own memory of it), what is that word's relation to the parties present -- who initiates it and toward whom or what is it directed? Record none if no such operation word is present."
177,strong_meaning_tree,"The characteristic named is 'argos' (idle, inactive, useless), signaling the essential nature of unemployment or unproductive inaction, sometimes extending metaphorically to moral carelessness.",261,177,M67,,G0692,Matt.20.3,idle,A-APM,M0.1.1,64,verse-reading,1,2026-09-17T09:38:15Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
178,strong_meaning_tree,"The Greek term at the definitional level shows 'inactive, unemployed' primarily, extending to 'lazy, averse from labor' and metaphorically 'useless, ineffective, careless, injurious.'",262,178,M67,,G0692,Matt.20.3,idle,A-APM,M0.1.2,65,verse-reading,1,2026-09-17T09:38:15Z,M0.1.2,What do the primary Hebrew and Greek terms show at the definitional level?
179,strong_meaning_tree,"It carries a relational implication of unemployment awaiting engagement — the idle men in the marketplace stand ready to be hired, implying a directional shift from inactivity to assigned labor.",263,179,M67,,G0692,Matt.20.3,idle,A-APM,M0.1.3,66,verse-reading,1,2026-09-17T09:38:15Z,M0.1.3,"What directional, relational, or constitutional implication does the name carry?"
180,strong_lexicon.lsj,"Primary term G0692 argos, an adjective; LSJ shows its root sense 'not working the ground,' hence 'idle, lazy,' extended to inanimate things 'lying idle, unwrought, unpolished.'",264,180,M67,,G0692,Matt.20.3,idle,A-APM,M0.5.1,67,verse-reading,1,2026-09-17T09:38:15Z,M0.5.1,"What are the primary Hebrew and Greek terms for this characteristic, and what do their root meanings show?"
181,strong_lexicon.lsj,"Grammatically an adjective, applied to persons (idle laborers) and by extension to things (idle money, fallow land per LSJ), showing the characteristic describes a state of unproductiveness applicable broadly across persons and objects.",265,181,M67,,G0692,Matt.20.3,idle,A-APM,M0.5.2,68,verse-reading,1,2026-09-17T09:38:15Z,M0.5.2,"What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
182,strong_meaning_tree,"Semantic range spans literal unemployment (Matt 20:3), habitual laziness (1Tim 5:13, Titus 1:12 per tree), metaphorical uselessness/ineffectiveness (2Pet 1:8), and by implication careless/injurious speech (Matt 12:36) — a wide arc from physical inactivity to moral and verbal carelessness.",266,182,M67,,G0692,Matt.20.3,idle,A-APM,M0.5.3,69,verse-reading,1,2026-09-17T09:38:15Z,M0.5.3,"What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
183,strong_meaning_tree,"The term denotes a condition/state (being idle/unemployed) rather than a deliberate act, distinguishing it from the act-oriented verb G0812 (atakteō, to behave in a disorderly/idle manner) also in this cluster.",267,183,M67,,G0692,Matt.20.3,idle,A-APM,M0.5.4,70,verse-reading,1,2026-09-17T09:38:15Z,M0.5.4,"Does the vocabulary include terms distinguishing distinct aspects — disposition versus act, received versus given, condition versus quality? Record which, or none."
184,strong_meaning_tree,"G0692 itself functions as the structural opposite/absence term for the cluster's diligence vocabulary (spoudē/spoudaiōs), naming the negation of earnest active exertion.",268,184,M67,,G0692,Matt.20.3,idle,A-APM,M0.5.5,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.5,"Does the vocabulary include a term for the structural opposite or absence of this characteristic? Record it, or none."
185,strong_meaning_tree,No distinct person-type noun (e.g. 'an idler') is attested separately from the adjective itself in the given data; none beyond the adjectival use describing persons.,269,185,M67,,G0692,Matt.20.3,idle,A-APM,M0.5.6,71,verse-reading,1,2026-09-17T09:38:15Z,M0.5.6,"Does the vocabulary include a person-type term — one for the person who habitually possesses or exercises this characteristic? Record it, or none."
186,strong_meaning_tree,No supplication/seeking term attested for this characteristic; none.,270,186,M67,,G0692,Matt.20.3,idle,A-APM,M0.5.7,72,verse-reading,1,2026-09-17T09:38:15Z,M0.5.7,"Does the vocabulary include a supplication or seeking term — one for the act of seeking this characteristic from another? Record it, or none."
187,strong_lexicon.lsj,"G0692 parallels the OT Hebrew negative-pole term H8220 (indolence causing structural decay), both Testaments pairing an idleness vocabulary against a diligence vocabulary; the NT extends the concept from physical/agricultural inactivity (LSJ's 'fallow land') to moral and social contexts (unemployed laborers, disorderly church members).",271,187,M67,,G0692,Matt.20.3,idle,A-APM,M0.5.8,73,verse-reading,1,2026-09-17T09:38:15Z,M0.5.8,What does the relationship between the OT Hebrew and NT Greek vocabulary show about continuity or development of the characteristic across the Testaments?
188,strong_lexicon.lsj,"No NT-period coinage; argos is attested extensively in classical Greek (Herodotus, Sophocles, etc.) per LSJ; none.",272,188,M67,,G0692,Matt.20.3,idle,A-APM,M0.5.9,74,verse-reading,1,2026-09-17T09:38:15Z,M0.5.9,"Is there a term newly coined in the NT period for this characteristic; if so, what does the coinage show? Record it, or none."
189,strong_meaning_tree,"The full arc for G0692 spans literal unemployment, habitual laziness, and metaphorical uselessness/carelessness, forming the clearest negative-pole anchor of this cluster's diligence-idleness semantic field.",273,189,M67,,G0692,Matt.20.3,idle,A-APM,M0.5.10,75,verse-reading,1,2026-09-17T09:38:15Z,M0.5.10,What does the full vocabulary arc show about the characteristic's complete semantic range?
190,strong_meaning_tree,"No role-T3 operation word in this verse is attested as acting toward a distinct party target; G0812 'idle/disorderly' (aorist 'we were not idle') describes Paul and companions' own past conduct as a self-referential state during their stay with the Thessalonians, not a directed operation upon another party.",274,190,M67,,G0812,2Thess.3.7,idle,V-AAI-1P,D7.7.1,,verse-reading,1,2026-09-17T09:38:15Z,D7.7.1,"Where this verse contains an action or movement word tagged as an Operation in the cluster's role classification (the tag is `role-T3` in `cluster.cluster_code` -- consult that tagging directly, not this question's own memory of it), what is that word's relation to the parties present -- who initiates it and toward whom or what is it directed? Record none if no such operation word is present."
191,strong_meaning_tree,"The characteristic named is 'atakteō' (to be idle, disorderly, undisciplined), signaling a breach of proper working/military order rather than mere inactivity.",275,191,M67,,G0812,2Thess.3.7,idle,V-AAI-1P,M0.1.1,,verse-reading,1,2026-09-17T09:38:15Z,M0.1.1,"What is the characteristic called in the programme, and what does the name signal about its essential nature?"
192,strong_meaning_tree,"The term at the definitional level primarily means 'to infringe military order,' extended metaphorically to 'be irregular, behave disorderly, be lazy' — showing a root sense of failing to keep an assigned rank or duty.",276,192,M67,,G0812,2Thess.3.7,idle,V-AAI-1P,M0.1.2,,verse-reading,1,2026-09-17T09:38:15Z,M0.1.2,What do the primary Hebrew and Greek terms show at the definitional level?
193,strong_meaning_tree,"It carries a relational implication of communal example — Paul denies this conduct of himself to establish a pattern for the Thessalonians to imitate, tying personal diligence to communal order.",277,193,M67,,G0812,2Thess.3.7,idle,V-AAI-1P,M0.1.3,,verse-reading,1,2026-09-17T09:38:15Z,M0.1.3,"What directional, relational, or constitutional implication does the name carry?"
194,strong_lexicon.lsj,"Primary term G0812 atakteō (verb), from a-tassō privative + military 'to arrange/order'; root meaning shows 'to be out of rank/order,' i.e., undisciplined, extended to 'neglect one's duty' or 'lead a disorderly life.'",278,194,M67,,G0812,2Thess.3.7,idle,V-AAI-1P,M0.5.1,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.1,"What are the primary Hebrew and Greek terms for this characteristic, and what do their root meanings show?"
195,strong_meaning_tree,"Grammatically a verb (aorist active), showing the characteristic operates as an enacted conduct/behavior over a period, not merely a static state — distinguishing it from the adjectival G0692.",279,195,M67,,G0812,2Thess.3.7,idle,V-AAI-1P,M0.5.2,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.2,"What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
196,strong_lexicon.lsj,"Semantic range covers military insubordination (LSJ base sense), general neglect of duty/obligation, disorderly living, and by extension idleness/laziness — showing an idiomatic breadth from military discipline-language applied to everyday and church conduct.",280,196,M67,,G0812,2Thess.3.7,idle,V-AAI-1P,M0.5.3,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.3,"What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
197,strong_meaning_tree,"As a verb of enacted conduct ('we were not idle') this distinguishes act from mere condition, complementing the state/condition sense carried by the adjective G0692.",281,197,M67,,G0812,2Thess.3.7,idle,V-AAI-1P,M0.5.4,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.4,"Does the vocabulary include terms distinguishing distinct aspects — disposition versus act, received versus given, condition versus quality? Record which, or none."
198,strong_meaning_tree,"G0812 functions as a structural opposite to the cluster's diligence vocabulary (spoudē/spoudaiōs), naming the disorderly/undisciplined negation of earnest, orderly labor.",282,198,M67,,G0812,2Thess.3.7,idle,V-AAI-1P,M0.5.5,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.5,"Does the vocabulary include a term for the structural opposite or absence of this characteristic? Record it, or none."
199,strong_meaning_tree,"No distinct person-type noun form is attested for this verb in the given data (though the related adjective ataktos exists elsewhere in the NT, it is not among this cluster's member strongs here); none recorded from the given data.",283,199,M67,,G0812,2Thess.3.7,idle,V-AAI-1P,M0.5.6,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.6,"Does the vocabulary include a person-type term — one for the person who habitually possesses or exercises this characteristic? Record it, or none."
200,strong_meaning_tree,No supplication/seeking term attested; none.,284,200,M67,,G0812,2Thess.3.7,idle,V-AAI-1P,M0.5.7,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.7,"Does the vocabulary include a supplication or seeking term — one for the act of seeking this characteristic from another? Record it, or none."
201,strong_lexicon.lsj,"G0812's military-order root sense shows the NT drawing on a distinct metaphorical domain (rank/discipline) compared to the OT's agricultural/domestic imagery (H8220's sinking hands, H6103's sloth) for expressing the same underlying opposite of diligence — indicating the NT enriches the concept with a disciplinary/communal dimension not present in the OT terms.",285,201,M67,,G0812,2Thess.3.7,idle,V-AAI-1P,M0.5.8,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.8,What does the relationship between the OT Hebrew and NT Greek vocabulary show about continuity or development of the characteristic across the Testaments?
202,strong_lexicon.lsj,"No NT-period coinage; the LSJ cites 3rd century BC papyrus usage, so the term predates the NT; none.",286,202,M67,,G0812,2Thess.3.7,idle,V-AAI-1P,M0.5.9,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.9,"Is there a term newly coined in the NT period for this characteristic; if so, what does the coinage show? Record it, or none."
203,strong_lexicon.lsj,"The full arc for G0812 spans military insubordination, general neglect of duty, disorderly living, and idleness/laziness — anchoring the cluster's negative pole in a discipline/order-based idiom distinct from but complementary to G0692's inactivity-based idiom.",287,203,M67,,G0812,2Thess.3.7,idle,V-AAI-1P,M0.5.10,,verse-reading,1,2026-09-17T09:38:15Z,M0.5.10,What does the full vocabulary arc show about the characteristic's complete semantic range?
